DATE,PRCP,SNOW
7/12/2017,0.01,0
7/13/2017,0.03,0
7/14/2017,0.21,0
7/15/2017,0.01,0
7/16/2017,0,0
7/17/2017,0,0
7/18/2017,0,0
7/19/2017,0,0
7/20/2017,0,0
7/21/2017,0,0
7/22/2017,0.62,0
7/23/2017,0.37,0
7/24/2017,0.78,0
7/25/2017,0,0
7/26/2017,0,0
7/27/2017,0,0
7/28/2017,0,0
7/29/2017,0.01,0
7/30/2017,0,0
7/31/2017,0,0
8/1/2017,0,0
8/2/2017,0.01,0
8/3/2017,0,0
8/4/2017,0.06,0
8/5/2017,0.27,0
8/6/2017,0,0
8/7/2017,0.39,0
8/8/2017,0,0
8/9/2017,0,0
8/10/2017,0,0
8/11/2017,0,0
8/12/2017,0.21,0
8/13/2017,0,0
8/14/2017,0,0
8/15/2017,0.44,0
8/16/2017,0,0
8/17/2017,0,0
8/18/2017,0.27,0
8/19/2017,0,0
8/20/2017,0,0
8/21/2017,0,0
8/22/2017,0.17,0
8/23/2017,0.06,0
8/24/2017,0,0
8/25/2017,0,0
8/26/2017,0,0
8/27/2017,0,0
8/28/2017,0,0
8/29/2017,0.57,0
8/30/2017,0.05,0
8/31/2017,0,0
9/1/2017,0,0
9/2/2017,0.54,0
9/3/2017,0.46,0
9/4/2017,0,0
9/5/2017,0,0
9/6/2017,0.5,0
9/7/2017,0,0
9/8/2017,0,0
9/9/2017,0,0
9/10/2017,0,0
9/11/2017,0,0
9/12/2017,0,0
9/13/2017,0.4,0
9/14/2017,0,0
9/15/2017,0,0
9/16/2017,0,0
9/17/2017,0,0
9/18/2017,0,0
9/19/2017,0.26,0
9/20/2017,0,0
9/21/2017,0,0
9/22/2017,0,0
9/23/2017,0,0
9/24/2017,0,0
9/25/2017,0,0
9/26/2017,0,0
9/27/2017,0,0
9/28/2017,0,0
9/29/2017,0,0
9/30/2017,0.04,0
10/1/2017,0,0
10/2/2017,0,0
10/3/2017,0,0
10/4/2017,0,0
10/5/2017,0,0
10/6/2017,0,0
10/7/2017,0,0
10/8/2017,0.04,0
10/9/2017,0.34,0
10/10/2017,0,0
10/11/2017,0.02,0
10/12/2017,0.08,0
10/13/2017,0,0
10/14/2017,0.01,0
10/15/2017,0.01,0
10/16/2017,0,0
10/17/2017,0,0
10/18/2017,0,0
10/19/2017,0,0
10/20/2017,0,0
10/21/2017,0,0
10/22/2017,0,0
10/23/2017,0,0
10/24/2017,0.51,0
10/25/2017,0,0
10/26/2017,0,0
10/27/2017,0,0
10/28/2017,0,0
10/29/2017,2.84,0
10/30/2017,0.36,0
10/31/2017,0,0
11/1/2017,0,0
11/2/2017,0,0
11/3/2017,0,0
11/4/2017,0,0
11/5/2017,0.05,0
11/6/2017,0,0
11/7/2017,0.78,0
11/8/2017,0,0
11/9/2017,0,0
11/10/2017,0,0
11/11/2017,0,0
11/12/2017,0,0
11/13/2017,0.03,0
11/14/2017,0,0
11/15/2017,0,0
11/16/2017,0.13,0
11/17/2017,0,0
11/18/2017,0.2,0
11/19/2017,0.25,0
11/20/2017,0,0
11/21/2017,0,0
11/22/2017,0.35,0
11/23/2017,0,0
11/24/2017,0,0
11/25/2017,0,0
11/26/2017,0,0
11/27/2017,0,0
